   -4,     9,     0,     0
    8,     0,     0,    -4
   -9,   -14,    -8,     5
   -3,    -9,    -5,     3
 -145,    47,     0,     0
  -10,    40,    21,     5
   11,   -49,   -26,    -7
-2150,     0,     0,   932
  -12,     0,     0,     5
   85,     0,     0,   -37
    4,     0,     0,    -2
    3,     0,     0,    -2
  -86,   153,     0,     0
   -6,     9,     5,     3
    9,   -13,    -7,    -5
   -8,    12,     6,     4
  -51,     0,     0,    22
  -11,  -268,  -116,     5
    0,    12,     5,     0
    0,     7,     3,     0
   31,     6,     3,   -17
  140,    27,    14,   -75
   57,    11,     6,   -30
  -14,   -39,     0,     0
    0,    -6,    -2,     0
    4,    15,     8,    -2
    0,     4,     0,     0
   -3,     0,     0,     1
    0,    11,     5,     0
    9,     6,     0,     0
   -4,    10,     4,     2
    5,     3,     0,     0
   16,     0,     0,    -9
   -3,     0,     0,     0
    0,     3,     2,    -1
    7,     0,     0,    -3
  -25,    22,     0,     0
   42,   223,   119,   -22
  -27,  -143,   -77,    14
    9,    49,    26,    -5
-1166,     0,     0,   505
   -5,     0,     0,     2
   -6,     0,     0,     3
   -8,     0,     1,     4
    0,    -4,     0,     0
  117,     0,     0,   -63
   -4,     8,     4,     2
    3,     0,     0,    -2
   -5,     0,     0,     2
    0,    31,     0,     0
   -5,     0,     1,     3
    4,     0,     0,    -2
   -4,     0,     0,     2
  -24,   -13,    -6,    10
    3,     0,     0,     0
    0,   -32,   -17,     0
    8,    12,     5,    -3
    3,     0,     0,    -1
    7,    13,     0,     0
   -3,    16,     0,     0
   50,     0,     0,   -27
    0,    -5,    -3,     0
   13,     0,     0,     0
    0,     5,     3,     1
   24,     5,     2,   -11
    5,   -11,    -5,    -2
   30,    -3,    -2,   -16
   18,     0,     0,    -9
    8,   614,     0,     0
    3,    -3,    -1,    -2
    6,    17,     9,    -3
   -3,    -9,    -5,     2
    0,     6,     3,    -1
 -127,    21,     9,    55
    3,     5,     0,     0
   -6,   -10,    -4,     3
    5,     0,     0,     0
   16,     9,     4,    -7
    3,     0,     0,    -2
    0,    22,     0,     0
    0,    19,    10,     0
    7,     0,     0,    -4
    0,    -5,    -2,     0
    0,     3,     1,     0
   -9,     3,     1,     4
   17,     0,     0,    -7
    0,    -3,    -2,    -1
  -20,    34,     0,     0
  -10,     0,     1,     5
   -4,     0,     0,     2
   22,   -87,     0,     0
   -4,     0,     0,     2
   -3,    -6,    -2,     1
  -16,    -3,    -1,     7
    0,    -3,    -2,     0
    4,     0,     0,     0
  -68,    39,     0,     0
   27,     0,     0,   -14
    0,    -4,     0,     0
  -25,     0,     0,     0
  -12,    -3,    -2,     6
    3,     0,     0,    -1
    3,    66,    29,    -1
  490,     0,     0,  -213
  -22,    93,    49,    12
   -7,    28,    15,     4
   -3,    13,     7,     2
  -46,    14,     0,     0
   -5,     0,     0,     0
    2,     1,     0,     0
    0,    -3,     0,     0
  -28,     0,     0,    15
    5,     0,     0,    -2
    0,     3,     0,     0
  -11,     0,     0,     5
    0,     3,     1,     0
   -3,     0,     0,     1
   25,   106,    57,   -13
    5,    21,    11,    -3
 1485,     0,     0,     0
   -7,   -32,   -17,     4
    0,     5,     3,     0
   -6,    -3,    -2,     3
   30,    -6,    -2,   -13
   -4,     4,     0,     0
  -19,     0,     0,    10
    0,     4,     2,    -1
    0,     3,     0,     0
    4,     0,     0,    -2
    0,    -3,    -1,     0
   -3,     0,     0,     0
    5,     3,     1,    -2
    0,    11,     0,     0
  118,     0,     0,   -52
    0,    -5,    -3,     0
  -28,    36,     0,     0
    5,    -5,     0,     0
   14,   -59,   -31,    -8
    0,     9,     5,     1
 -458,     0,     0,   198
    0,   -45,   -20,     0
    9,     0,     0,    -5
    0,    -3,     0,     0
    0,    -4,    -2,    -1
   11,     0,     0,    -6
    6,     0,     0,    -2
  -16,    23,     0,     0
    0,    -4,    -2,     0
   -5,     0,     0,     2
 -166,   269,     0,     0
   15,     0,     0,    -8
   10,     0,     0,    -4
  -78,    45,     0,     0
    0,    -5,    -2,     0
    7,     0,     0,    -4
   -5,   328,     0,     0
    3,     0,     0,    -2
    5,     0,     0,    -2
    0,     3,     1,     0
   -3,     0,     0,     0
   -3,     0,     0,     0
    0,    -4,    -2,     0
-1223,   -26,     0,     0
    0,     7,     3,     0
    3,     0,     0,     0
    0,     3,     2,     0
   -6,    20,     0,     0
 -368,     0,     0,     0
  -75,     0,     0,     0
   11,     0,     0,    -6
    3,     0,     0,    -2
   -3,     0,     0,     1
  -13,   -30,     0,     0
   21,     3,     0,     0
   -3,     0,     0,     1
   -4,     0,     0,     2
    8,   -27,     0,     0
  -19,   -11,     0,     0
   -4,     0,     0,     2
    0,     5,     2,     0
   -6,     0,     0,     2
   -8,     0,     0,     0
   -1,     0,     0,     0
  -14,     0,     0,     6
    6,     0,     0,     0
  -74,     0,     0,    32
    0,    -3,    -1,     0
    4,     0,     0,    -2
    8,    11,     0,     0
    0,     3,     2,     0
 -262,     0,     0,   114
    0,    -4,     0,     0
   -7,     0,     0,     4
    0,   -27,   -12,     0
  -19,    -8,    -4,     8
  202,     0,     0,   -87
   -8,    35,    19,     5
    0,     4,     2,     0
   16,    -5,     0,     0
    5,     0,     0,    -3
    0,    -3,     0,     0
    1,     0,     0,     0
  -35,   -48,   -21,    15
   -3,    -5,    -2,     1
    6,     0,     0,    -3
    3,     0,     0,    -1
    0,    -5,     0,     0
   12,    55,    29,    -6
    0,     5,     3,     0
 -598,     0,     0,     0
   -3,   -13,    -7,     1
   -5,    -7,    -3,     2
    3,     0,     0,    -1
    5,    -7,     0,     0
    4,     0,     0,    -2
   16,    -6,     0,     0
    8,    -3,     0,     0
    8,   -31,   -16,    -4
    0,     3,     1,     0
  113,     0,     0,   -49
    0,   -24,   -10,     0
    4,     0,     0,    -2
   27,     0,     0,     0
   -3,     0,     0,     1
    0,    -4,    -2,     0
    5,     0,     0,    -2
    0,    -3,     0,     0
  -13,     0,     0,     6
    5,     0,     0,    -2
  -18,   -10,    -4,     8
   -4,   -28,     0,     0
   -5,     6,     3,     2
   -3,     0,     0,     1
   -5,    -9,    -4,     2
   17,     0,     0,    -7
   11,     4,     0,     0
    0,    -6,    -2,     0
   83,    15,     0,     0
   -4,     0,     0,     2
    0,  -114,   -49,     0
  117,     0,     0,   -51
   -5,    19,    10,     2
   -3,     0,     0,     0
   -3,     0,     0,     2
    0,    -3,    -1,     0
    3,     0,     0,     0
    0,    -6,    -2,     0
  393,     3,     0,     0
   -4,    21,    11,     2
   -6,     0,    -1,     3
   -3,     8,     4,     1
    8,     0,     0,     0
   18,   -29,   -13,    -8
    8,    34,    18,    -4
   89,     0,     0,     0
    3,    12,     6,    -1
   54,   -15,    -7,   -24
    0,     3,     0,     0
    3,     0,     0,    -1
    0,    35,     0,     0
 -154,   -30,   -13,    67
   15,     0,     0,     0
    0,     4,     2,     0
    0,     9,     0,     0
   80,   -71,   -31,   -35
    0,   -20,    -9,     0
   11,     5,     2,    -5
   61,   -96,   -42,   -27
   14,     9,     4,    -6
  -11,    -6,    -3,     5
    0,    -3,    -1,     0
  123,  -415,  -180,   -53
    0,     0,     0,   -35
   -5,     0,     0,     0
    7,   -32,   -17,    -4
    0,    -9,    -5,     0
    0,    -4,     2,     0
  -89,     0,     0,    38
    0,   -86,   -19,    -6
    0,     0,   -19,     6
 -123,  -416,  -180,    53
    0,    -3,    -1,     0
   12,    -6,    -3,    -5
  -13,     9,     4,     6
    0,   -15,    -7,     0
    3,     0,     0,    -1
  -62,   -97,   -42,    27
  -11,     5,     2,     5
    0,   -19,    -8,     0
   -3,     0,     0,     1
    0,     4,     2,     0
    0,     3,     0,     0
    0,     4,     2,     0
  -85,   -70,   -31,    37
  163,   -12,    -5,   -72
  -63,   -16,    -7,    28
  -21,   -32,   -14,     9
    0,    -3,    -1,     0
    3,     0,     0,    -2
    0,     8,     0,     0
    3,    10,     4,    -1
    3,     0,     0,    -1
    0,    -7,    -3,     0
    0,    -4,    -2,     0
    6,    19,     0,     0
    5,  -173,   -75,    -2
    0,    -7,    -3,     0
    7,   -12,    -5,    -3
   -3,     0,     0,     2
    3,    -4,    -2,    -1
   74,     0,     0,   -32
   -3,    12,     6,     2
   26,   -14,    -6,   -11
   19,     0,     0,    -8
    6,    24,    13,    -3
   83,     0,     0,     0
    0,   -10,    -5,     0
   11,    -3,    -1,    -5
    3,     0,     1,    -1
    3,     0,     0,    -1
   -4,     0,     0,     0
    5,   -23,   -12,    -3
 -339,     0,     0,   147
    0,   -10,    -5,     0
    5,     0,     0,     0
    3,     0,     0,    -1
    0,    -4,    -2,     0
   18,    -3,     0,     0
    9,   -11,    -5,    -4
   -8,     0,     0,     4
    3,     0,     0,    -1
    0,     9,     0,     0
    6,    -9,    -4,    -2
   -4,   -12,     0,     0
   67,   -91,   -39,   -29
   30,   -18,    -8,   -13
    0,     0,     0,     0
    0,  -114,   -50,     0
    0,     0,     0,    23
  517,    16,     7,  -224
    0,    -7,    -3,     0
  143,    -3,    -1,   -62
   29,     0,     0,   -13
   -4,     0,     0,     2
   -6,     0,     0,     3
    5,    12,     5,    -2
  -25,     0,     0,    11
   -3,     0,     0,     1
    0,     4,     2,     0
  -22,    12,     5,    10
   50,     0,     0,   -22
    0,     7,     4,     0
    0,     3,     1,     0
   -4,     4,     2,     2
   -5,   -11,    -5,     2
    0,     4,     2,     0
    4,    17,     9,    -2
   59,     0,     0,     0
    0,    -4,    -2,     0
   -8,     0,     0,     4
   -3,     0,     0,     0
    4,   -15,    -8,    -2
  370,    -8,     0,  -160
    0,     0,    -3,     0
    0,     3,     1,     0
   -6,     3,     1,     3
    0,     6,     0,     0
  -10,     0,     0,     4
    0,     9,     4,     0
    4,    17,     7,    -2
   34,     0,     0,   -15
    0,     5,     3,     0
   -5,     0,     0,     2
  -37,    -7,    -3,    16
    3,    13,     7,    -2
   40,     0,     0,     0
    0,    -3,    -2,     0
 -184,    -3,    -1,    80
   -3,     0,     0,     1
   -3,     0,     0,     0
    0,   -10,    -6,    -1
   31,    -6,     0,   -13
   -3,   -32,   -14,     1
   -7,     0,     0,     3
    0,    -8,    -4,     0
    3,    -4,     0,     0
    0,     4,     0,     0
    0,     3,     1,     0
   19,   -23,   -10,     2
    0,     0,     0,   -10
    0,     3,     2,     0
    0,     9,     5,    -1
   28,     0,     0,     0
    0,    -7,    -4,     0
    8,    -4,     0,    -4
    0,     0,    -2,     0
    0,     3,     0,     0
   -3,     0,     0,     1
   -9,     0,     1,     4
    3,    12,     5,    -1
   17,    -3,    -1,     0
    0,     7,     4,     0
   19,     0,     0,     0
    0,    -5,    -3,     0
   14,    -3,     0,    -1
    0,     0,    -1,     0
    0,     0,     0,    -5
    0,     5,     3,     0
   13,     0,     0,     0
    0,    -3,    -2,     0
    2,     9,     4,     3
    0,     0,     0,    -4
    8,     0,     0,     0
    0,     4,     2,     0
    6,     0,     0,    -3
    6,     0,     0,     0
    0,     3,     1,     0
    5,     0,     0,    -2
    3,     0,     0,    -1
   -3,     0,     0,     0
    6,     0,     0,     0
    7,     0,     0,     0
   -4,     0,     0,     0
    4,     0,     0,     0
    6,     0,     0,     0
    0,    -4,     0,     0
    0,    -4,     0,     0
    5,     0,     0,     0
   -3,     0,     0,     0
    4,     0,     0,     0
   -5,     0,     0,     0
    4,     0,     0,     0
    0,     3,     0,     0
   13,     0,     0,     0
   21,    11,     0,     0
    0,    -5,     0,     0
    0,    -5,    -2,     0
    0,     5,     3,     0
    0,    -5,     0,     0
   -3,     0,     0,     2
   20,    10,     0,     0
  -34,     0,     0,     0
  -19,     0,     0,     0
    3,     0,     0,    -2
   -3,     0,     0,     1
   -6,     0,     0,     3
   -4,     0,     0,     0
    3,     0,     0,     0
    3,     0,     0,     0
    4,     0,     0,     0
    3,     0,     0,    -1
    6,     0,     0,    -3
   -8,     0,     0,     3
    0,     3,     1,     0
   -3,     0,     0,     0
    0,    -3,    -2,     0
  126,   -63,   -27,   -55
   -5,     0,     1,     2
   -3,    28,    15,     2
    5,     0,     1,    -2
    0,     9,     4,     1
    0,     9,     4,    -1
 -126,   -63,   -27,    55
    3,     0,     0,    -1
   21,   -11,    -6,   -11
    0,    -4,     0,     0
  -21,   -11,    -6,    11
   -3,     0,     0,     1
    0,     3,     1,     0
    8,     0,     0,    -4
   -6,     0,     0,     3
   -3,     0,     0,     1
    3,     0,     0,    -1
   -3,     0,     0,     1
   -5,     0,     0,     2
   24,   -12,    -5,   -11
    0,     3,     1,     0
    0,     3,     1,     0
    0,     3,     2,     0
  -24,   -12,    -5,    10
    4,     0,    -1,    -2
   13,     0,     0,    -6
    7,     0,     0,    -3
    3,     0,     0,    -1
    3,     0,     0,    -1
